,id,follow,meet,givefuture,info,march,sign,give12m,compromise,tempobama,tempblack,tempwhite,temphisp,temppolice,tempfem,tempmuslim,tempsci,dem_cand,rep_cand,lazyb,lazy_w,lazy_h,lazy_m,violent_b,violent_w,violent_h,violent_m,econ_now,econ12m,pidAggr,ISSUES_1,ISSUES_2,ISSUES_3,ISSUES_4,ISSUES_5,ISSUES_6,ISSUES_7,ISSUES_8,ISSUES_9,ISSUES_10,ISSUES_11,ISSUES_12,ISSUES_13,ISSUES_14,ISSUES_15,ISSUES_16,ISSUES_17,ISSUES_18,ISSUES_19,ISSUES_20,ISSUES_21,discb,disch,discw,discg,discwo,discm,discmu,discc,discselfsex,srvspend,camfin,imlegal,imnumb,eqpay,pleave,crime_spend,death,terrorworry,terror12m,terrorlocal,incgp20,isistroops,mnwge,hlthspend,childcr,get_ahead,ladder,fin_well,warm,warm_cause,warm_do,free_trade,stpwhite,stpblack,frcwhite,frcblack,pkdeficit,pkspend,vaccine,autism,obama_muslim,amer_identity,race_identity,buycott,boycott,skin_tone,skin_disc,birthyr,gender
802,803,2,3,4,4,2,2,2,2,78,96,86,95,91,67,96,97,,,5,5,5,5,5,5,5,5,2,2,,8,8,8,3,8,2,8,8,8,8,8,8,8,8,8,8,4,8,8,1,8,3,3,5,1,2,4,2,5,4,5,4,1,4,1,1,4,3,4,4,5,2,2,1,2,2,3,5,5,1,3,2,3,3,5,3,5,1,1,1,6,2,4,5,1,1,1,5,1975,2
805,806,3,5,4,5,2,2,2,1,60,67,75,68,81,50,16,83,,,5,5,5,5,4,4,4,4,3,3,,8,8,4,8,8,1,8,8,8,8,3,8,8,8,8,2,8,8,8,8,8,3,4,4,3,4,5,2,4,5,3,3,2,4,1,1,3,5,3,9,5,2,6,1,5,4,2,4,3,1,1,1,3,3,3,3,3,1,4,2,6,2,2,3,2,2,1,5,1972,1
807,808,2,4,4,3,2,1,2,2,99,97,80,66,66,75,75,71,,,3,3,5,5,2,2,3,3,4,4,,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,2,8,8,3,4,2,3,4,2,2,2,3,5,5,6,2,1,2,1,4,1,1,2,3,5,3,4,1,2,2,3,5,3,1,2,2,3,3,4,4,5,2,3,2,5,1,2,2,2,2,6,5,1996,2
810,811,4,4,5,4,2,2,2,2,32,49,48,49,48,16,49,80,,,5,3,4,5,4,4,5,5,4,3,,2,8,8,8,8,1,8,8,8,8,8,8,8,8,8,3,8,8,8,4,8,3,3,5,4,4,4,1,4,5,3,4,4,4,1,3,4,4,9,4,3,2,3,2,5,4,3,6,5,1,3,4,4,2,4,3,4,2,4,1,5,2,1,1,2,2,1,5,1997,2
811,812,1,1,1,1,2,1,2,2,1,81,100,89,99,22,70,91,,,3,5,2,5,3,4,4,4,2,1,,8,8,8,1,8,8,3,8,8,8,2,8,8,8,8,8,8,4,8,8,8,3,3,5,3,4,5,2,4,4,3,4,6,7,1,1,2,1,9,4,5,1,7,1,2,7,2,5,6,1,1,1,7,2,4,2,3,1,4,1,6,1,1,3,1,1,2,5,1962,1
812,813,1,4,5,1,2,2,2,1,99,100,70,100,51,100,100,100,,,5,4,5,5,4,4,5,4,2,2,,8,8,1,8,8,8,8,8,3,8,8,8,8,2,8,8,8,8,4,8,8,1,2,5,2,3,5,2,5,5,7,1,1,2,1,1,4,7,3,3,4,1,2,1,1,1,2,1,7,1,1,1,2,2,4,2,4,1,1,1,6,2,4,5,1,1,1,5,1972,1
813,814,2,5,3,5,2,2,2,1,91,100,96,100,45,89,96,88,,,5,5,5,5,5,5,5,5,2,1,,8,8,2,8,8,3,8,8,1,8,8,8,8,4,8,8,8,8,8,8,8,2,1,5,2,2,5,1,5,2,7,7,2,4,1,1,2,3,9,1,2,1,5,1,2,2,2,7,7,1,3,3,4,2,5,2,4,1,4,1,5,2,2,2,1,1,1,5,1973,2
816,817,2,3,3,3,1,2,1,2,71,70,50,71,0,1,50,100,,,3,3,3,5,3,3,3,5,3,3,,8,8,4,1,8,8,8,8,2,8,8,8,8,8,8,8,8,8,8,3,8,2,2,5,2,2,3,2,5,3,5,4,2,2,4,1,6,4,3,9,5,1,7,1,1,1,3,4,3,1,1,1,4,2,5,2,5,3,4,3,5,2,3,1,1,1,4,2,1978,1
820,821,2,4,4,4,2,2,2,1,92,80,80,71,90,66,61,81,,,4,4,4,4,4,4,4,4,3,3,,8,8,8,2,8,1,8,8,8,8,8,8,8,8,4,8,8,8,8,8,3,3,3,4,2,3,3,2,4,4,5,2,2,4,1,2,2,5,2,9,4,2,2,1,2,2,3,5,5,1,1,2,3,3,3,3,3,1,4,2,5,2,1,3,2,1,2,5,1944,1
823,824,2,3,5,4,2,1,2,2,89,38,31,22,3,98,49,92,,,2,3,5,5,2,1,2,3,2,4,,8,8,8,8,1,8,8,8,8,8,8,8,8,4,8,8,8,8,8,3,2,2,2,1,1,3,5,1,4,3,5,1,2,5,1,1,3,1,9,1,1,1,3,1,2,3,2,1,1,1,1,4,2,2,5,1,5,1,4,2,1,1,1,3,2,2,4,3,1983,1
830,831,1,4,4,5,2,2,2,1,68,61,64,63,70,55,65,95,,,5,5,5,5,4,4,5,5,1,2,,8,8,8,8,8,8,8,8,8,4,2,8,8,8,8,1,8,8,8,3,8,3,3,5,2,2,5,2,4,5,5,2,1,2,3,2,2,5,9,4,5,1,6,1,2,3,2,5,5,1,1,2,1,2,3,2,3,3,4,1,6,2,4,4,2,2,3,5,1984,1
835,836,1,5,4,4,1,1,2,1,84,9,67,43,72,74,34,92,,,1,4,4,5,1,4,5,2,2,2,,8,8,1,8,8,8,8,8,8,8,8,8,4,8,8,8,2,8,3,8,8,3,4,5,4,3,5,3,5,4,7,2,2,4,1,1,3,3,9,5,4,1,4,1,3,3,2,6,6,1,1,1,4,2,3,2,3,1,1,1,6,2,3,2,2,2,1,5,1993,2
840,841,2,1,3,1,1,1,1,1,21,71,39,31,61,34,30,30,,,1,1,1,1,1,1,1,1,2,2,,8,8,8,2,8,8,8,8,8,8,8,8,8,3,1,8,8,8,8,8,4,1,1,2,1,2,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,1,1990,1
842,843,4,5,5,5,2,2,2,2,100,100,74,50,28,80,40,55,,,2,2,3,2,1,2,3,3,3,3,,4,8,8,2,3,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,1,4,3,1,1,1,4,3,5,997,4,4,2,4,4,1,4,9,3,3,5,4,1,1,1,2,7,5,2,2,3,4,3,5,3,5,1,2,4,2,2,1,1,2,2,4,4,1954,2
844,845,3,2,2,3,1,2,1,1,50,20,74,74,49,20,39,73,,,1,4,3,3,5,4,3,3,3,2,,8,8,8,8,8,8,8,3,8,2,8,1,8,8,8,8,8,8,8,8,4,3,3,2,3,2,1,4,3,3,4,4,3,3,6,3,5,4,3,9,3,3,3,3,3,5,2,4,3,2,2,4,2,1,4,2,3,2,2,3,2,2,2,3,2,1,3,3,1988,2
847,848,2,5,5,5,1,2,2,2,19,64,97,17,53,33,5,31,,,1,1,1,1,1,4,1,1,3,3,,8,1,8,8,8,8,8,8,8,8,4,3,8,8,2,8,8,8,8,8,8,2,5,5,3,5,5,1,1,5,5,2,2,3,2,3,2,2,1,1,5,1,1,1,1,3,2,5,3,2,2,5,1,2,5,4,5,1,3,1,4,1,1,1,2,2,3,5,1968,1
852,853,1,3,2,3,2,2,1,1,100,90,50,99,51,95,69,70,,,4,2,5,5,4,3,5,5,3,3,,1,8,8,8,8,8,8,8,2,8,8,8,8,3,4,8,8,8,8,8,8,1,2,5,2,2,5,2,5,2,7,1,1,1,1,1,4,7,3,4,3,1,7,1,1,1,1,7,7,1,1,1,6,2,5,2,5,3,1,1,6,2,2,2,2,1,5,3,1961,2
854,855,2,4,5,5,2,2,2,1,65,75,63,64,46,63,58,70,,,5,5,5,5,5,5,5,5,3,3,,3,8,4,1,8,8,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,3,3,5,2,3,5,2,5,5,6,1,1,2,1,1,4,2,4,9,5,2,2,1,2,2,3,4,3,1,1,1,4,2,4,2,3,1,1,1,6,2,5,5,2,1,4,4,1996,1
855,856,2,5,5,5,1,2,2,1,88,50,50,50,70,50,30,30,,,1,3,3,1,1,3,2,1,3,3,,8,8,8,8,8,8,8,3,8,8,2,8,8,8,4,1,8,8,8,8,8,3,3,4,2,4,5,1,3,3,7,2,6,4,1,1,2,2,9,3,4,2,7,1,1,3,1,6,5,1,3,3,4,2,4,3,4,2,4,1,6,2,1,1,2,2,2,5,1959,2
856,857,3,5,5,5,2,2,2,2,2,51,50,51,99,52,21,51,,,4,5,5,5,3,5,4,4,5,3,,8,3,8,8,8,2,8,8,8,8,8,8,4,8,8,8,8,8,8,8,1,3,4,3,3,4,5,2,2,5,1,7,4,6,7,3,3,1,9,1,4,3,4,2,7,7,3,2,3,2,2,7,4,3,3,3,3,1,1,1,6,1,1,4,2,2,1,5,1988,2
859,860,2,5,5,5,2,2,2,1,92,93,50,51,31,50,32,85,,,3,3,3,3,3,3,3,3,3,3,,8,8,4,8,8,8,8,8,8,8,8,8,8,3,8,8,8,2,8,1,8,1,1,4,1,3,3,1,1,4,997,4,4,4,4,4,3,3,9,1,4,3,4,1,3,3,3,3,3,1,2,7,2,2,5,4,3,2,2,4,3,2,1,1,2,2,6,4,1976,1
860,861,1,4,5,4,2,2,2,1,97,95,90,89,91,80,91,86,,,5,3,5,5,4,3,4,4,2,2,,8,8,8,8,8,3,8,8,2,8,8,8,8,8,8,8,8,4,8,1,8,2,3,5,4,3,4,2,4,3,6,1,2,4,1,3,2,6,5,5,5,1,4,1,1,1,2,4,5,1,3,1,5,3,4,2,5,2,1,3,3,2,2,4,2,2,7,3,1972,2
861,862,1,2,4,4,2,1,2,1,75,74,73,75,67,97,76,97,,,5,5,5,5,5,5,5,5,3,3,,8,8,8,8,4,1,8,3,8,8,8,8,8,8,8,8,2,8,8,8,8,2,3,5,2,3,5,2,5,4,6,1,1,2,1,1,2,7,3,9,5,1,6,1,1,1,3,7,7,1,1,2,4,2,4,2,5,3,2,1,6,2,5,5,1,1,1,5,1987,2
862,863,3,4,5,5,2,2,2,2,96,100,100,100,78,49,88,90,,,5,5,5,5,4,4,4,4,4,3,,8,8,8,8,4,8,8,8,8,3,8,8,8,8,1,8,8,2,8,8,8,1,3,4,3,4,5,1,4,4,4,4,4,4,5,3,6,4,9,3,5,4,3,4,2,4,3,8,8,2,2,4,4,8,1,4,3,2,3,5,4,2,3,4,2,2,5,2,1982,2
871,872,2,4,4,3,2,2,2,1,90,90,89,91,94,93,85,90,,,5,5,5,5,5,5,5,5,2,3,,8,8,8,8,8,8,8,8,3,2,8,8,8,8,8,8,1,8,8,4,8,3,4,5,3,4,4,1,4,4,6,1,1,4,1,1,4,3,5,9,5,1,7,1,1,1,2,6,6,1,1,1,6,3,4,2,3,1,1,1,6,2,1,3,1,1,2,5,1987,2
873,874,1,3,4,3,2,2,2,2,2,75,50,74,64,14,30,71,,,4,5,4,4,4,5,5,3,3,2,,3,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,2,8,8,4,3,4,5,5,4,5,4,2,4,3,4,3,5,2,4,2,4,4,4,5,3,1,2,4,4,4,4,3,1,1,1,4,2,3,1,3,1,3,2,5,1,1,3,2,1,6,4,1995,1
875,876,1,2,1,4,2,1,1,1,85,100,99,100,50,91,100,99,,,5,5,5,5,5,5,5,5,3,4,,8,8,8,8,4,3,8,8,2,8,1,8,8,8,8,8,8,8,8,8,8,3,2,4,2,3,5,2,5,5,6,1,2,4,1,2,2,7,9,4,5,1,3,1,1,2,2,7,7,1,1,1,6,2,4,2,3,1,4,1,6,2,2,5,1,2,2,5,1954,1
878,879,2,2,2,4,2,2,2,1,97,89,51,90,39,98,87,96,,,5,5,5,5,5,5,5,5,2,2,,8,8,8,4,8,2,8,8,8,8,8,8,8,8,8,8,3,8,1,8,8,2,3,5,3,3,5,2,5,3,6,1,1,2,1,1,4,6,4,4,4,1,2,1,2,3,3,6,6,1,1,2,6,2,4,2,4,1,1,1,6,2,4,5,2,1,1,5,1987,2
881,882,2,5,5,4,2,2,2,1,97,92,91,100,87,100,94,100,,,5,4,5,5,4,3,4,4,2,2,,8,8,8,8,8,8,8,8,2,8,1,8,8,3,4,8,8,8,8,8,8,2,3,5,1,2,5,1,3,5,4,5,2,3,1,1,3,7,9,4,4,1,5,1,2,2,2,6,4,1,1,1,6,2,5,1,5,3,4,1,5,2,1,2,2,2,5,3,1959,1
882,883,1,4,5,3,2,2,2,1,93,77,62,71,23,91,73,79,,,4,3,4,4,4,3,4,4,2,2,,2,8,8,8,8,4,8,8,3,8,8,8,8,8,8,8,1,8,8,8,8,1,2,5,1,2,5,2,5,3,5,2,2,2,1,1,3,6,9,4,5,1,6,1,1,1,2,7,5,1,1,2,5,1,4,2,4,1,2,1,6,2,4,4,2,1,1,5,1992,2
890,891,1,5,4,5,2,2,2,1,99,79,100,99,98,30,38,30,,,2,5,5,2,1,3,2,1,1,1,,8,8,8,8,1,8,8,8,8,3,8,8,8,8,2,4,8,8,8,8,8,3,1,1,3,3,3,3,1,5,5,7,1,4,1,1,1,1,9,3,3,1,7,1,2,3,3,5,3,1,1,1,1,3,4,2,4,3,1,1,4,2,1,3,2,2,1,5,1943,2
891,892,2,5,5,2,2,2,2,1,90,89,90,86,65,60,64,80,,,5,5,5,5,5,5,5,5,3,2,,8,8,1,8,8,8,8,8,4,8,8,8,8,3,2,8,8,8,8,8,8,2,3,5,3,4,5,1,4,5,6,1,4,5,1,3,2,3,9,4,5,1,6,1,1,2,1,6,7,1,1,1,6,2,5,3,5,1,4,1,6,2,2,4,1,1,3,5,1941,1
892,893,1,5,4,5,2,2,2,2,1,60,99,61,99,16,4,69,,,3,4,3,3,2,4,3,1,4,3,,8,8,8,8,2,1,8,8,8,8,8,4,8,8,8,8,8,8,3,8,8,3,2,3,3,5,3,2,3,5,2,5,4,4,2,4,5,3,4,9,5,3,6,3,7,4,3,4,5,1,2,7,7,2,2,2,2,1,4,7,3,1,1,2,2,2,2,5,1931,2
897,898,2,4,4,5,2,2,2,1,95,68,69,63,66,50,50,76,,,4,5,5,5,5,5,5,5,2,3,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,1,8,8,8,2,3,2,2,5,2,3,5,1,4,4,3,4,4,4,1,1,4,3,3,3,3,1,3,1,3,3,3,3,2,1,1,2,4,2,4,2,4,1,1,3,3,2,3,3,2,2,4,5,1976,2
898,899,1,3,2,2,1,2,1,1,86,75,50,50,50,50,65,85,,,2,2,2,2,2,2,2,2,2,2,,8,8,1,8,8,8,8,8,2,8,8,8,8,8,8,8,8,8,3,4,8,1,3,4,3,3,4,1,5,5,6,1,2,2,1,1,4,7,4,9,5,1,7,1,1,1,2,7,6,1,1,1,6,1,1,3,5,3,4,1,6,2,2,3,1,1,2,4,1956,1
899,900,1,3,4,3,2,2,2,1,82,71,52,63,59,74,59,85,,,3,3,5,5,4,3,4,4,3,2,,8,8,1,8,8,8,8,3,4,8,8,8,8,8,8,8,8,8,8,2,8,1,2,5,2,2,4,1,5,5,6,1,2,2,1,1,4,5,3,5,5,1,7,1,3,4,2,7,7,1,1,1,5,2,4,2,4,1,4,7,5,2,2,5,2,2,2,5,1989,1
901,902,2,1,1,1,1,1,1,1,100,100,97,93,63,1,8,56,,,1,1,1,1,1,1,1,1,3,3,,4,8,8,8,8,8,3,8,8,2,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,4,4,7,7,7,7,7,1,2,3,4,3,4,2,4,3,3,4,4,1,3,4,4,3,3,3,3,2,1,4,3,1,3,3,2,2,1,3,1984,1
902,903,2,3,2,3,2,1,1,2,76,96,52,100,4,94,89,90,,,4,4,4,4,4,2,4,4,3,3,,8,8,2,8,8,1,8,8,3,8,8,8,8,8,8,8,4,8,8,8,8,1,1,5,3,3,5,1,5,3,7,1,1,1,1,1,5,7,4,4,5,1,7,1,1,1,2,7,7,1,1,1,7,2,5,3,5,3,2,1,6,2,5,3,1,1,2,5,1978,2
906,907,3,5,5,5,2,2,2,2,64,100,100,100,52,100,50,100,,,5,5,5,5,5,5,5,5,3,3,,8,8,1,8,2,8,8,8,8,8,4,8,8,8,8,8,8,3,8,8,8,5,5,5,5,5,5,5,5,5,997,4,4,4,1,4,4,4,5,9,5,3,7,2,4,4,3,4,4,2,1,1,4,1,1,1,1,2,1,4,4,2,4,5,2,2,2,5,1990,1
907,908,1,3,4,4,2,2,2,2,4,50,51,50,59,1,53,50,,,2,2,2,3,3,3,3,3,4,4,,8,2,8,8,8,8,8,8,8,3,8,8,8,8,8,1,8,8,8,8,4,4,3,1,4,4,2,2,2,3,1,3,2,3,2,5,3,1,3,4,4,1,3,2,5,3,1,6,6,1,3,4,6,4,4,3,3,1,2,3,5,1,2,5,2,2,2,5,1976,1
911,912,1,4,5,4,2,2,2,2,1,70,60,30,90,4,2,54,,,3,3,3,3,3,3,3,1,4,4,,8,4,8,8,8,8,8,8,8,8,8,3,8,8,1,2,8,8,8,8,8,4,4,5,3,4,4,2,4,5,4,4,7,2,1,1,3,1,1,3,4,2,2,1,4,4,2,7,5,2,3,6,5,2,2,2,2,1,2,3,6,1,2,2,1,2,2,4,1955,1
913,914,1,4,5,5,2,2,2,1,54,9,66,27,75,23,3,65,,,2,4,3,2,2,5,3,1,4,4,,8,8,8,8,8,2,1,8,8,8,8,4,8,8,3,8,8,8,8,8,8,2,3,4,2,3,4,1,4,5,2,1,3,6,1,1,2,1,1,1,4,1,6,2,6,4,2,3,2,1,3,3,4,3,4,3,3,1,4,1,6,2,1,1,2,2,1,5,1960,2
914,915,1,1,1,1,1,2,1,2,5,80,99,51,96,78,53,87,,,4,5,5,5,3,5,5,4,4,3,,8,2,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,3,8,1,2,2,3,2,3,3,2,2,3,1,7,2,4,1,4,3,2,1,1,2,3,2,2,7,7,5,4,4,1,2,7,4,2,2,2,2,1,1,1,6,2,1,1,2,2,4,5,1948,2
916,917,2,5,5,5,2,2,2,2,64,100,100,100,30,100,53,100,,,4,4,5,5,4,3,5,5,3,3,,8,8,4,8,8,8,8,8,1,8,3,8,8,2,8,8,8,8,8,8,8,2,1,4,1,1,4,1,4,4,5,1,1,1,1,1,3,4,4,4,5,1,7,1,5,1,2,3,3,1,3,1,1,2,4,2,3,1,1,1,5,2,2,2,2,2,4,4,1983,1
922,923,1,1,2,3,2,2,1,1,86,71,81,87,100,40,70,96,,,4,5,5,5,4,4,5,4,1,3,,8,3,4,8,8,8,8,8,1,8,8,8,8,8,8,8,8,8,8,8,2,2,3,2,2,4,3,2,4,4,5,7,1,4,1,2,3,6,2,2,3,1,3,1,3,5,5,5,6,1,1,2,2,3,3,3,3,2,1,1,6,2,4,3,2,2,2,5,1944,1
924,925,2,5,3,5,2,1,2,1,94,52,50,52,27,51,53,75,,,5,5,5,5,5,5,5,5,3,3,,8,8,8,8,8,1,2,8,8,8,8,8,8,8,8,8,8,8,4,3,8,2,3,4,2,3,4,2,3,4,4,2,4,4,1,1,2,3,9,4,4,1,2,1,3,2,2,5,5,1,1,3,3,2,5,3,4,1,1,1,4,2,3,1,2,1,2,3,1994,2
925,926,1,2,1,1,1,1,1,1,100,100,49,10,3,51,78,92,,,5,3,5,5,4,1,2,4,1,1,,8,8,1,8,3,2,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,1,3,5,1,2,5,1,5,3,4,4,1,5,1,3,1,4,5,9,5,1,7,1,1,1,3,5,3,1,1,1,4,2,5,1,5,2,4,1,5,2,3,1,1,1,6,2,1980,2
926,927,2,5,5,5,2,2,2,2,0,58,61,67,92,46,20,69,,,2,4,5,4,2,5,4,1,3,3,,8,8,8,8,8,1,8,8,8,8,8,8,8,4,8,8,8,8,8,2,3,3,3,4,3,3,4,3,2,5,3,4,2,2,1,1,4,1,1,1,3,1,2,1,1,1,3,2,2,2,3,4,3,4,5,2,2,2,2,4,4,1,4,3,2,2,3,3,1978,1
927,928,1,2,3,2,1,1,2,2,79,66,64,60,55,5,27,81,,,2,4,3,1,3,4,3,1,2,4,,8,8,4,3,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,2,5,2,2,5,5,2,3,1,4,4,3,5,7,7,2,4,7,1,4,1,4,3,1,5,5,4,6,5,1,1,1,6,3,3,3,4,2,1,2,5,2,1,2,2,1,3,4,1993,1
928,929,2,4,4,5,1,2,2,1,88,81,86,100,99,100,10,50,,,4,4,4,4,4,4,4,1,2,2,,8,8,8,8,3,8,8,8,8,8,8,8,8,1,8,8,4,2,8,8,8,4,4,4,1,3,4,1,2,5,5,3,3,5,1,2,2,1,2,2,3,2,1,1,1,1,4,3,2,1,1,1,2,4,4,2,2,2,4,1,6,2,1,1,2,2,3,5,1958,2
932,933,4,5,5,5,2,1,2,2,100,100,65,97,5,45,53,5,,,5,5,5,5,5,5,5,5,5,5,,8,8,8,8,8,8,8,8,8,2,8,8,8,8,4,8,3,8,8,1,8,3,3,3,3,3,3,3,3,5,6,4,4,3,3,4,3,3,9,5,3,3,3,3,3,3,5,3,4,1,2,3,4,1,4,3,4,2,3,4,5,2,4,2,2,2,6,4,1976,2
933,934,4,5,5,5,2,2,2,2,83,39,41,58,27,21,41,60,,,5,5,5,5,4,4,4,4,3,3,,8,8,8,4,8,8,8,8,8,8,8,8,8,3,1,8,8,8,8,2,8,3,3,5,2,3,4,2,5,5,997,4,4,4,4,4,4,4,3,4,4,3,4,2,4,4,3,4,4,2,3,4,4,3,5,2,4,2,4,4,3,2,3,3,2,2,2,3,1994,1
936,937,1,3,4,5,2,2,2,1,1,80,85,85,100,10,1,70,,,4,5,5,5,4,5,5,1,3,3,,8,8,8,8,8,8,2,8,8,8,4,8,3,8,8,8,8,8,8,8,1,3,2,4,2,4,5,3,3,5,4,3,5,7,3,2,4,4,9,4,4,2,1,2,4,4,5,4,4,1,3,4,4,2,2,3,3,1,1,1,5,8,1,1,2,1,2,5,1995,1
938,939,3,3,5,4,2,2,2,2,1,100,98,50,99,1,50,75,,,5,5,5,5,5,5,5,5,4,2,,8,1,8,8,8,2,8,8,8,8,8,8,8,8,4,3,8,8,8,8,8,4,4,4,3,4,4,4,1,5,4,2,6,7,1,3,3,2,2,9,4,2,4,2,4,4,3,4,3,8,3,4,4,5,5,3,3,1,1,1,3,1,1,2,2,2,1,5,1977,2
942,943,2,3,3,3,1,1,1,1,39,25,63,3,43,38,2,91,,,3,2,4,5,2,2,3,5,3,3,,8,8,8,8,8,8,8,8,8,8,3,1,8,8,8,8,8,8,8,2,4,2,3,1,3,1,2,5,3,3,7,3,3,4,4,3,3,2,1,2,2,2,2,2,3,3,3,3,2,1,1,2,3,3,3,3,3,2,2,3,3,1,2,2,1,1,2,3,1992,1
943,944,2,5,5,4,2,2,2,1,99,50,52,51,48,68,62,68,,,5,5,5,5,5,5,5,5,3,2,,8,8,1,8,8,8,8,3,4,8,8,8,8,8,8,8,8,8,8,2,8,3,3,4,3,3,4,2,4,4,3,7,2,2,1,2,4,7,4,9,5,1,6,1,4,3,3,6,7,1,1,1,3,3,5,3,5,1,1,2,6,2,5,3,2,2,3,4,1978,2
951,952,2,4,4,5,2,2,2,2,10,47,91,66,97,45,3,54,,,1,5,5,2,2,5,5,1,3,3,,8,8,8,8,8,8,8,8,8,8,8,2,1,8,8,8,8,8,3,8,4,5,4,1,5,3,4,5,2,5,3,1,1,4,2,3,2,1,9,2,4,1,1,4,6,4,2,5,6,1,2,6,3,2,2,2,2,1,4,2,3,1,1,3,2,2,3,5,1957,1
952,953,1,3,4,1,2,2,2,2,100,95,47,90,46,100,91,100,,,5,3,5,5,5,2,5,5,1,3,,2,8,8,1,4,8,8,8,8,8,8,8,8,8,8,8,3,8,8,8,8,1,1,5,1,1,5,1,5,4,5,2,1,2,1,1,2,7,9,5,4,1,4,1,1,1,3,4,7,1,1,1,4,2,5,2,5,1,2,1,6,2,4,5,1,1,2,5,1990,2
954,955,2,4,5,4,2,2,2,2,96,77,74,78,21,77,76,91,,,2,3,5,4,4,4,5,5,4,5,,2,8,8,8,8,3,8,8,8,8,4,8,8,8,8,8,1,8,8,8,8,2,3,4,2,3,4,1,5,3,7,4,2,3,1,2,3,4,4,9,5,1,5,2,1,1,3,5,5,1,1,2,4,2,4,2,4,2,4,1,6,2,3,2,2,2,4,2,1986,2
957,958,4,5,4,5,2,2,2,1,69,89,95,95,99,95,100,100,,,4,3,5,5,4,4,5,5,3,3,,8,8,8,4,8,8,1,2,8,8,8,8,8,8,8,8,3,8,8,8,8,3,3,5,3,2,5,1,5,5,4,1,1,2,1,1,3,2,3,3,5,1,3,1,3,3,2,4,4,1,3,5,4,2,4,3,4,1,1,1,6,2,2,2,2,2,1,5,1991,2
960,961,3,4,5,5,2,1,2,2,38,100,5,100,100,3,4,10,,,4,3,4,3,1,3,1,3,4,3,,8,8,8,8,8,4,8,8,8,8,8,8,8,8,3,1,8,8,8,2,8,4,4,3,2,4,1,3,3,1,7,7,1,7,4,7,2,6,9,3,3,3,5,3,6,2,5,7,1,2,3,5,7,3,1,4,5,1,3,7,5,1,3,5,1,2,1,4,1981,2
962,963,4,3,2,3,2,2,2,2,80,34,71,98,57,97,68,65,,,3,3,1,2,2,2,4,1,3,3,,2,8,8,8,1,8,4,8,8,8,8,3,8,8,8,8,8,8,8,8,8,3,1,4,3,2,3,1,3,3,6,3,5,4,5,2,5,2,3,4,3,3,5,3,2,5,5,4,4,1,3,4,3,3,5,4,4,2,4,5,3,2,4,2,2,2,3,2,1989,1
965,966,2,3,4,3,2,2,2,2,66,68,56,67,50,79,82,94,,,5,5,5,5,4,3,4,5,2,2,,2,8,3,8,8,1,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,5,3,4,5,1,5,4,7,3,2,3,1,1,3,4,9,4,4,1,4,1,1,1,2,5,5,1,1,1,4,1,4,2,5,1,2,1,6,2,3,3,2,1,2,5,1994,2
972,973,1,1,3,5,2,2,1,1,93,75,75,79,63,70,82,100,,,3,3,5,5,3,3,5,5,2,2,,8,8,2,8,8,8,1,8,8,8,4,8,8,8,8,8,8,8,8,3,8,1,2,5,2,3,5,1,5,5,4,2,1,1,1,2,4,5,5,5,5,1,7,1,3,3,3,5,5,1,1,1,4,2,5,3,5,1,1,1,6,2,3,4,1,2,1,5,1988,1
976,977,1,3,2,5,2,2,1,2,0,59,62,39,86,41,51,41,,,3,5,3,4,3,4,4,2,5,4,,8,4,8,8,8,8,8,8,8,8,8,2,8,8,8,8,8,3,8,8,1,2,3,2,3,4,4,2,2,4,4,4,2,5,2,4,2,2,9,1,4,1,1,2,5,4,3,5,5,2,3,5,2,3,4,3,4,1,4,1,5,1,1,3,2,2,1,5,1937,2
980,981,4,5,5,5,2,2,2,2,97,98,55,51,0,52,0,50,,,5,5,5,3,4,1,4,2,1,3,,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8,4,8,8,8,1,2,1,2,4,3,3,2,1,3,2,997,4,7,4,1,1,4,4,1,9,1,1,6,1,1,1,3,7,2,2,3,1,4,2,5,2,5,1,4,2,3,2,1,1,2,2,2,3,1992,1
982,983,1,2,2,2,2,1,2,2,0,50,50,50,70,10,10,90,,,4,4,5,5,4,4,4,1,4,4,,8,4,8,8,8,8,2,8,8,8,8,3,8,8,8,8,8,8,8,8,1,3,4,3,4,4,2,4,2,3,1,7,3,7,5,7,1,1,1,1,3,2,2,4,7,7,5,2,2,2,2,7,7,3,3,3,3,1,1,5,3,2,1,5,1,1,2,4,1977,1
