,id,follow,meet,givefuture,info,march,sign,give12m,compromise,tempobama,tempblack,tempwhite,temphisp,temppolice,tempfem,tempmuslim,tempsci,dem_cand,rep_cand,lazyb,lazy_w,lazy_h,lazy_m,violent_b,violent_w,violent_h,violent_m,econ_now,econ12m,pidAggr,ISSUES_1,ISSUES_2,ISSUES_3,ISSUES_4,ISSUES_5,ISSUES_6,ISSUES_7,ISSUES_8,ISSUES_9,ISSUES_10,ISSUES_11,ISSUES_12,ISSUES_13,ISSUES_14,ISSUES_15,ISSUES_16,ISSUES_17,ISSUES_18,ISSUES_19,ISSUES_20,ISSUES_21,discb,disch,discw,discg,discwo,discm,discmu,discc,discselfsex,srvspend,camfin,imlegal,imnumb,eqpay,pleave,crime_spend,death,terrorworry,terror12m,terrorlocal,incgp20,isistroops,mnwge,hlthspend,childcr,get_ahead,ladder,fin_well,warm,warm_cause,warm_do,free_trade,stpwhite,stpblack,frcwhite,frcblack,pkdeficit,pkspend,vaccine,autism,obama_muslim,amer_identity,race_identity,buycott,boycott,skin_tone,skin_disc,birthyr,gender
305,306,2,5,5,4,2,2,2,2,99,98,99,94,43,99,80,97,1.0,11.0,5,5,5,5,5,5,5,5,3,2,1.0,8,8,8,8,1,8,8,8,8,8,8,8,8,4,2,8,8,8,8,8,3,3,3,5,3,3,5,3,5,4,7,4,1,4,1,1,1,7,2,9,3,1,3,1,2,1,3,5,5,1,1,1,4,2,5,2,5,1,2,1,4,2,2,2,2,1,2,5,1945,2
930,931,3,5,5,5,2,2,2,1,44,68,60,998,65,998,998,45,3.0,1.0,4,4,5,5,5,5,5,5,3,3,1.0,8,8,8,8,8,2,8,8,8,4,8,8,8,8,1,8,8,8,8,8,3,3,4,4,4,3,5,4,4,5,997,4,2,4,1,2,4,4,2,2,5,1,4,1,4,4,5,1,3,1,3,2,4,3,3,3,4,1,4,2,6,1,4,5,2,2,2,5,1949,2
300,301,1,5,5,5,2,1,2,1,70,67,77,99,100,70,71,99,3.0,7.0,2,2,4,1,3,3,3,1,1,1,1.0,2,8,8,8,8,8,4,8,3,8,8,8,8,8,8,8,8,8,8,8,1,1,1,4,1,4,5,1,3,5,5,4,4,7,1,1,4,2,9,4,4,1,7,1,7,6,4,3,3,1,2,4,1,3,4,3,3,1,4,1,5,2,1,1,2,2,2,4,1943,2
254,255,2,2,2,2,2,2,2,1,96,50,50,50,94,81,50,94,1.0,11.0,5,5,5,5,5,5,5,5,2,3,1.0,8,8,1,8,8,8,8,8,8,8,8,8,8,8,2,3,8,8,8,8,4,4,4,4,3,4,5,4,5,5,2,1,1,4,1,7,4,3,5,9,5,1,7,1,4,4,3,3,6,1,1,3,4,2,3,3,3,1,4,1,6,2,1,3,2,1,1,5,1954,2
431,432,2,5,5,5,2,2,2,1,95,99,75,74,70,77,51,95,1.0,11.0,5,5,5,5,5,5,5,5,5,4,1.0,8,8,8,8,8,1,8,8,8,8,3,8,8,8,8,2,8,4,8,8,8,1,3,5,2,3,5,1,4,4,5,4,2,4,1,2,2,2,9,3,5,1,4,1,2,3,3,1,2,1,3,1,4,1,5,2,5,1,2,5,6,2,2,1,2,2,6,4,1953,2
1020,1021,2,4,4,4,2,2,2,2,74,94,79,53,39,67,5,32,1.0,11.0,2,2,3,5,2,2,3,5,5,3,1.0,8,8,8,8,8,8,8,8,3,1,8,8,8,8,2,4,8,8,8,8,8,3,4,3,4,4,4,5,4,4,6,3,3,3,3,4,4,4,3,9,3,3,4,1,5,5,1,7,7,2,2,4,4,3,5,3,5,1,2,4,3,2,3,2,1,1,6,3,1994,1
1017,1018,2,3,3,3,2,2,2,2,89,58,37,77,89,16,31,71,1.0,2.0,5,5,5,5,4,2,3,3,3,3,1.0,8,8,8,8,8,1,8,8,8,3,2,8,8,8,4,8,8,8,8,8,8,3,2,5,3,2,5,3,3,4,3,1,5,7,1,1,1,2,9,2,2,1,1,1,1,1,1,7,5,1,3,3,7,3,5,3,5,2,4,1,3,2,2,3,2,2,4,3,1969,2
1016,1017,2,3,5,5,2,2,2,2,9,19,93,38,62,8,66,65,1.0,11.0,1,5,5,5,1,4,4,3,4,4,1.0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,3,8,1,8,2,8,5,5,5,5,5,5,5,5,5,7,4,4,4,4,1,1,1,2,3,3,1,6,1,2,2,2,4,6,1,3,6,4,3,3,2,2,1,4,4,6,1,5,1,2,2,2,4,1986,2
267,268,2,5,3,5,2,2,1,2,91,88,90,91,38,66,40,94,3.0,11.0,4,4,5,4,3,3,3,2,3,3,1.0,8,8,8,8,8,2,8,8,8,8,8,8,8,8,1,8,4,8,8,8,3,3,2,3,3,4,4,2,3,4,3,2,2,6,1,3,3,3,9,4,4,1,3,1,3,3,3,3,3,1,3,2,6,2,3,3,4,3,4,3,6,2,1,3,2,2,2,5,1933,2
421,422,1,1,3,2,2,1,1,2,100,99,31,99,8,14,80,66,1.0,2.0,5,1,5,5,5,1,5,5,3,3,1.0,8,8,8,8,8,8,8,8,4,8,1,8,8,2,8,8,8,3,8,8,8,1,1,5,5,3,3,2,4,2,7,3,2,4,2,1,1,1,4,5,5,1,6,1,2,3,3,4,3,2,1,4,4,2,5,2,5,2,2,7,1,1,5,1,2,2,6,1,1975,1
269,270,1,1,1,1,1,1,1,1,81,93,62,98,27,95,81,87,3.0,7.0,5,5,5,5,5,5,5,5,2,3,1.0,8,8,3,8,8,8,8,8,1,8,8,8,8,2,8,8,8,8,8,8,4,1,2,4,2,2,4,1,4,1,6,1,2,3,1,3,3,7,2,3,3,1,4,1,2,2,2,6,6,1,3,1,4,2,4,2,4,1,1,4,4,2,4,4,1,1,1,4,1955,1
410,411,1,5,5,5,2,2,2,1,94,50,53,88,96,47,43,98,3.0,11.0,5,5,5,5,4,5,5,5,2,2,1.0,8,8,4,8,8,1,8,8,3,8,8,8,8,8,2,8,8,8,8,8,8,2,2,5,3,3,5,2,5,4,5,1,1,3,1,2,4,6,9,4,5,1,5,1,3,4,3,6,5,1,1,2,4,2,3,3,3,1,4,1,6,2,2,3,2,2,2,5,1960,2
908,909,2,3,4,5,2,2,2,2,87,84,0,50,51,51,31,89,3.0,11.0,3,4,3,5,3,3,3,3,2,3,1.0,8,3,1,8,8,8,8,8,4,8,8,8,8,8,8,2,8,8,8,8,8,2,3,5,3,3,5,2,4,3,5,5,3,3,5,2,6,5,3,3,4,1,3,1,3,4,2,1,5,1,1,1,3,2,5,1,5,3,2,1,5,2,3,1,2,2,2,4,1992,2
1005,1006,3,5,5,5,1,2,2,2,36,18,100,21,100,24,12,45,5.0,6.0,1,1,5,5,5,1,5,5,3,3,1.0,8,4,8,8,8,8,8,8,3,8,8,8,8,8,2,8,8,8,8,8,1,3,1,1,1,3,2,1,5,2,4,6,4,2,4,4,4,4,9,4,3,3,4,2,4,4,2,4,3,1,3,5,4,3,3,3,3,2,3,4,4,2,3,3,1,1,1,3,1990,2
404,405,4,5,5,5,2,2,2,1,90,75,75,76,86,89,76,96,1.0,1.0,4,4,4,4,4,4,4,4,3,3,1.0,8,8,8,3,8,1,8,8,2,8,8,8,8,8,4,8,8,8,8,8,8,2,2,4,2,3,5,1,4,5,6,1,2,4,1,2,2,4,5,9,5,1,5,1,2,2,3,3,4,1,3,1,3,2,4,3,5,1,1,1,6,2,3,3,2,1,4,5,1988,1
912,913,2,3,4,2,2,1,1,1,63,60,71,38,38,88,34,72,2.0,4.0,2,2,3,4,2,3,3,2,2,2,1.0,8,3,8,8,8,8,8,4,8,8,8,8,8,8,1,8,2,8,8,8,8,2,3,5,4,3,4,3,4,2,7,4,3,5,4,5,5,3,9,4,4,3,5,3,3,4,3,4,6,1,2,3,5,4,3,4,3,1,3,4,4,1,4,4,1,2,1,4,1989,2
402,403,2,5,5,3,2,2,2,2,87,98,69,100,86,41,66,99,1.0,11.0,5,4,5,5,5,5,5,5,2,1,1.0,8,8,3,8,8,4,8,8,8,8,8,8,8,8,2,8,8,8,8,8,1,3,3,5,1,4,5,2,4,4,4,1,1,6,1,1,4,1,1,2,4,1,3,1,2,3,2,3,2,1,1,1,5,1,5,1,5,1,4,1,3,2,1,1,2,2,3,4,1957,2
292,293,1,4,3,4,2,1,2,1,88,76,52,81,67,71,61,68,3.0,3.0,4,3,3,4,2,2,2,2,3,3,1.0,8,8,8,8,8,3,8,2,1,8,4,8,8,8,8,8,8,8,8,8,8,1,2,4,1,2,5,1,4,3,4,4,2,3,1,2,2,6,3,9,4,1,4,1,2,2,2,5,5,1,1,2,4,2,5,2,4,1,2,1,5,2,2,3,1,1,1,5,1947,2
990,991,1,3,4,5,2,2,2,1,79,91,76,92,63,97,91,85,1.0,6.0,5,5,5,5,5,5,5,5,2,2,1.0,8,8,3,8,4,8,8,8,8,8,2,8,8,8,8,8,8,8,1,8,8,2,3,5,3,3,5,2,5,5,5,1,1,2,2,1,2,7,9,4,4,1,3,1,1,1,4,4,4,1,1,1,1,1,1,2,3,1,1,1,6,2,2,3,2,1,1,5,1993,1
918,919,3,4,5,4,2,2,2,1,100,100,50,50,30,88,50,50,3.0,11.0,5,2,5,5,5,3,5,3,3,4,1.0,8,8,8,1,8,8,8,8,8,8,8,8,3,2,8,8,4,8,8,8,8,1,1,5,1,1,5,1,5,4,997,4,4,4,1,1,4,3,5,4,5,3,4,1,1,1,2,7,5,1,1,2,4,2,5,1,5,2,2,2,5,2,1,1,2,2,5,5,1995,2
986,987,1,2,2,2,1,2,1,2,76,75,62,91,16,68,39,99,3.0,11.0,4,3,4,5,4,4,4,3,4,2,1.0,8,8,1,8,8,3,8,8,2,8,8,8,8,8,8,8,8,8,8,4,8,2,3,4,2,3,4,1,4,4,6,2,2,4,1,1,4,3,3,9,4,1,7,1,1,2,1,6,7,1,1,1,5,2,5,3,5,2,4,2,6,2,4,5,1,1,4,5,1987,1
391,392,2,4,4,4,2,2,2,1,98,99,71,96,50,2,94,87,1.0,11.0,5,5,5,5,5,5,5,5,3,3,1.0,8,8,8,8,8,8,8,3,8,1,8,8,8,8,8,2,8,8,8,4,8,1,2,5,1,3,1,3,4,4,997,4,4,4,4,4,4,4,9,4,3,3,4,1,1,1,3,4,4,2,3,4,4,1,4,1,5,2,2,4,3,2,3,1,2,2,5,3,1975,1
149,150,1,4,4,5,2,2,2,1,95,60,75,80,75,60,56,75,3.0,11.0,1,2,5,5,2,4,4,3,2,2,1.0,8,8,8,8,4,2,8,8,1,8,8,8,8,8,3,8,8,8,8,8,8,1,1,1,3,4,4,1,1,5,3,1,2,2,1,3,2,5,5,9,5,1,4,2,5,6,4,2,3,1,3,2,5,4,4,3,3,3,4,1,6,2,1,5,2,1,3,4,1965,1
551,552,3,5,5,5,2,2,2,1,59,50,72,31,67,56,11,46,1.0,9.0,5,5,5,5,4,4,4,2,3,3,1.0,8,8,8,8,8,8,8,4,8,2,8,8,8,8,1,8,8,3,8,8,8,3,3,4,3,3,5,2,5,5,6,4,6,6,1,4,4,2,2,3,4,2,6,1,4,4,2,4,6,2,3,5,4,4,5,3,3,1,3,3,6,2,2,2,2,2,1,5,1959,1
528,529,1,3,4,5,2,2,1,1,86,50,50,50,68,68,78,88,1.0,11.0,5,5,5,5,5,5,5,5,3,3,1.0,8,8,3,8,4,2,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,2,3,4,2,3,4,3,4,4,5,1,2,4,1,1,2,7,9,3,4,1,3,1,1,4,2,4,5,1,1,1,2,3,5,3,5,2,1,1,6,2,1,2,1,1,2,5,1946,2
146,147,1,2,2,4,2,2,2,1,89,95,45,85,66,56,71,85,1.0,8.0,5,4,5,5,5,4,5,5,2,2,1.0,8,8,8,8,8,1,8,8,8,8,2,8,8,8,8,4,8,3,8,8,8,2,3,4,2,3,4,2,4,2,5,1,1,4,1,2,3,7,9,4,5,2,6,1,2,3,3,2,1,1,1,3,2,2,4,2,4,1,1,1,6,2,3,1,2,2,8,4,1959,1
644,645,2,4,4,4,2,2,2,2,95,87,76,70,71,90,71,90,1.0,11.0,3,3,3,3,3,1,2,2,3,3,1.0,8,4,8,8,8,8,8,2,3,8,1,8,8,8,8,8,8,8,8,8,8,1,1,3,1,2,5,1,2,2,5,2,5,6,1,1,3,6,9,3,3,2,5,1,2,3,2,6,6,1,1,4,4,1,5,2,5,1,2,2,3,2,2,2,1,1,5,2,1967,2
50,51,3,5,5,5,2,2,2,1,62,52,72,39,53,82,31,63,1.0,11.0,4,4,4,4,2,4,4,2,3,3,1.0,3,8,2,4,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,4,4,4,3,2,5,3,4,3,5,2,2,4,1,4,4,4,3,9,4,2,4,2,4,4,2,4,5,1,1,1,4,2,2,2,2,2,1,2,4,2,2,2,2,2,1,4,1976,2
53,54,1,1,3,1,2,1,2,1,80,91,91,91,51,65,88,94,1.0,11.0,5,5,5,5,5,5,5,5,3,3,1.0,8,8,8,8,8,8,8,8,8,8,2,8,8,8,8,8,8,3,8,4,1,2,2,5,2,2,5,2,3,2,4,2,2,4,1,1,2,1,3,3,4,1,5,1,3,7,2,7,6,1,1,1,4,2,5,2,5,1,4,1,6,2,2,1,1,1,5,3,1983,2
1170,1171,1,1,5,5,2,2,2,1,90,75,75,59,78,55,55,86,2.0,1.0,4,4,4,4,4,4,4,4,3,3,1.0,8,8,4,8,8,8,8,3,8,8,2,8,8,8,8,8,8,8,1,8,8,2,2,4,1,3,4,1,4,5,6,1,1,1,1,2,2,6,2,4,4,1,6,1,2,2,3,5,6,1,1,1,2,2,3,2,2,1,1,1,6,2,1,4,1,1,2,5,1966,1
746,747,2,5,5,5,2,2,2,2,50,70,60,90,65,50,50,85,3.0,3.0,2,3,4,3,2,3,3,2,2,2,1.0,8,8,4,8,8,1,8,8,2,8,8,8,8,8,3,8,8,8,8,8,8,2,2,4,2,3,4,1,3,2,4,5,5,4,2,1,2,2,9,2,3,1,6,1,3,3,4,3,3,1,1,3,3,2,4,2,5,1,4,3,4,1,1,1,2,2,3,3,1951,1
749,750,2,4,4,5,2,2,2,1,75,50,45,55,48,50,70,60,3.0,11.0,4,3,5,5,3,3,4,5,3,3,1.0,8,8,8,8,3,4,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,2,3,4,3,2,5,1,5,3,5,1,2,3,1,3,4,5,9,4,4,1,7,1,4,4,3,4,6,1,1,1,4,2,5,2,5,1,1,2,6,2,2,3,2,1,3,4,1995,2
1163,1164,3,2,3,3,2,1,2,1,88,99,99,99,95,100,99,87,3.0,6.0,4,4,4,4,5,5,5,5,3,3,1.0,2,8,8,8,4,8,8,8,8,1,8,8,8,8,8,8,8,8,3,8,8,2,3,4,1,2,5,1,4,1,997,2,4,4,1,1,3,3,4,9,4,2,6,2,3,3,3,4,3,1,1,1,4,2,3,3,4,2,2,4,6,2,2,4,2,2,1,5,1997,2
67,68,1,5,3,5,2,2,2,1,100,75,80,75,75,95,75,100,3.0,11.0,5,5,5,5,5,5,5,5,2,2,1.0,8,8,8,8,8,3,8,8,8,8,1,8,8,8,8,8,8,8,8,2,4,2,3,5,2,2,5,2,5,5,7,1,2,2,1,1,3,4,9,4,5,1,6,1,1,1,2,6,7,1,1,1,4,2,5,2,5,1,1,1,6,2,2,2,2,2,2,5,1936,1
46,47,1,2,2,3,2,1,2,2,13,9,100,7,46,98,9,98,1.0,1.0,2,4,1,1,1,3,1,1,4,4,1.0,8,8,4,8,8,2,8,8,8,8,1,8,8,8,3,8,8,8,8,8,8,3,3,4,2,4,4,1,3,4,5,5,2,5,1,2,2,4,2,9,3,1,1,1,4,4,3,6,6,1,3,1,4,3,4,3,4,1,4,1,4,1,1,1,2,2,2,5,1952,2
755,756,1,2,4,5,2,2,2,1,94,65,64,58,70,50,56,68,1.0,11.0,5,5,5,5,5,5,5,5,3,3,1.0,8,8,8,8,4,8,8,8,8,3,8,8,8,1,8,2,8,8,8,8,8,2,2,5,2,2,5,2,5,5,4,4,2,4,1,1,2,4,9,5,5,1,1,1,4,3,1,2,3,1,3,1,3,2,4,2,3,1,1,1,5,2,2,2,2,2,6,3,1968,1
72,73,1,2,3,3,2,1,2,1,74,22,99,48,1,16,3,85,3.0,7.0,4,5,5,1,2,3,3,1,4,4,1.0,8,8,8,8,8,8,8,4,3,8,8,8,8,8,8,1,8,8,8,2,8,4,4,3,2,3,4,1,5,5,6,1,7,7,4,1,4,7,9,5,5,1,7,1,1,1,1,7,7,1,1,1,7,5,5,5,5,2,1,2,4,2,4,3,2,1,1,4,1956,1
614,615,2,5,5,5,2,2,2,1,100,97,93,97,89,51,96,51,1.0,11.0,5,5,5,5,5,5,5,5,2,3,1.0,3,8,8,8,4,2,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,4,4,4,4,4,5,4,5,5,4,4,4,3,1,2,2,3,3,9,5,1,4,1,3,2,3,1,1,1,1,1,2,3,4,3,3,3,4,1,6,2,1,5,2,2,2,5,1943,2
1140,1141,1,5,4,4,2,2,2,1,94,50,50,50,66,59,45,75,1.0,6.0,4,4,4,4,3,3,4,3,2,2,1.0,8,8,3,8,8,1,8,8,4,8,2,8,8,8,8,8,8,8,8,8,8,2,3,4,3,4,5,2,4,4,6,1,2,4,1,1,3,6,4,9,4,1,7,1,1,1,3,6,6,1,1,1,4,2,4,3,5,1,1,1,6,2,1,3,1,1,2,5,1953,1
76,77,1,5,5,5,2,2,2,1,99,75,80,85,80,86,60,90,1.0,11.0,5,5,5,5,5,5,5,5,2,3,1.0,8,8,8,8,2,1,8,8,4,8,8,8,8,8,3,8,8,8,8,8,8,2,2,3,2,2,4,1,4,4,4,1,3,3,1,1,4,4,5,5,5,1,7,1,2,3,3,2,3,1,3,2,4,1,5,2,5,2,4,1,6,2,2,5,2,2,1,5,1936,2
613,614,3,5,5,4,2,2,2,1,99,100,89,90,79,72,69,86,1.0,11.0,5,5,5,5,4,4,4,3,2,3,1.0,8,8,8,8,3,1,8,8,2,8,8,8,8,8,8,8,8,4,8,8,8,1,1,5,3,3,5,2,3,4,5,1,2,4,1,1,2,3,9,4,4,1,6,1,2,3,3,1,2,1,2,3,4,2,4,3,4,2,1,1,5,2,2,2,2,2,6,4,1954,2
612,613,1,4,5,5,2,2,2,2,100,98,85,4,72,53,9,97,1.0,11.0,3,3,3,3,3,3,3,3,3,3,1.0,8,8,8,8,2,1,8,8,8,4,8,8,8,8,8,8,8,3,8,8,8,1,5,1,3,3,1,1,3,3,7,4,4,4,4,4,4,4,9,3,3,2,4,1,4,4,3,4,2,1,3,2,4,3,5,3,5,1,4,4,3,2,3,3,2,2,5,3,1958,2
611,612,1,2,2,2,1,1,1,1,73,91,55,100,21,41,91,84,3.0,11.0,4,2,4,5,3,1,4,4,5,3,1.0,8,1,8,8,8,8,8,8,2,8,8,8,3,4,8,8,8,8,8,8,8,1,2,5,1,2,5,1,5,4,5,1,3,4,1,1,6,6,5,9,5,1,6,2,3,3,3,6,7,1,3,2,5,3,4,2,4,1,2,1,6,2,4,2,2,2,4,4,1992,2
610,611,1,3,4,4,2,2,2,2,100,90,78,100,36,85,68,71,1.0,10.0,3,1,5,5,2,1,4,3,3,4,1.0,4,8,8,3,8,8,1,8,8,2,8,8,8,8,8,8,8,8,8,8,8,2,2,3,2,3,4,2,4,5,2,3,1,2,1,3,2,1,1,4,1,1,3,1,1,4,2,2,3,1,1,4,6,1,5,1,5,1,3,4,1,2,3,1,2,2,2,5,1983,1
1156,1157,2,4,2,5,2,2,2,1,90,65,50,80,42,89,65,63,3.0,11.0,4,4,4,4,4,4,4,4,2,2,1.0,8,8,8,3,8,4,8,1,8,8,8,8,8,8,8,8,2,8,8,8,8,3,3,4,2,2,5,1,5,3,6,2,2,2,1,1,4,3,4,9,5,2,5,1,1,1,3,4,5,1,1,2,4,2,4,2,4,1,2,3,6,2,2,2,2,2,2,5,1990,2
777,778,2,3,3,5,2,2,2,1,90,66,95,76,91,20,36,80,3.0,6.0,4,5,5,4,3,3,3,3,3,2,1.0,8,8,8,8,8,8,8,8,2,8,4,8,8,8,3,8,8,8,1,8,8,3,4,5,3,4,5,3,5,5,5,3,3,4,3,5,4,6,4,9,5,1,6,1,3,4,2,3,5,1,2,2,2,2,3,3,3,2,1,5,3,2,3,1,2,2,2,5,1954,1
648,649,2,5,3,5,1,2,1,1,89,73,69,58,12,71,61,79,3.0,9.0,3,3,3,5,1,2,3,4,2,3,1.0,8,8,8,8,8,8,4,8,1,8,8,8,8,8,3,2,8,8,8,8,8,1,1,3,2,1,4,2,4,4,5,1,2,3,1,1,1,2,4,9,5,1,6,1,2,1,2,6,6,1,3,2,3,3,4,3,4,2,2,1,6,2,1,2,1,1,2,4,1954,2
43,44,1,1,3,3,2,2,2,1,95,62,99,31,100,96,100,95,1.0,4.0,2,2,2,2,2,2,2,2,1,3,1.0,8,8,8,8,4,2,8,8,1,8,3,8,8,8,8,8,8,8,8,8,8,2,2,5,2,2,5,2,5,5,7,4,1,1,1,1,1,1,1,5,1,2,1,1,1,1,2,2,3,2,3,3,1,5,1,3,3,2,4,1,1,2,1,1,1,2,4,5,1956,1
3,4,1,5,4,5,2,2,2,1,89,61,64,61,56,60,61,96,1.0,11.0,4,4,5,5,4,4,4,4,2,3,1.0,8,8,1,8,8,8,8,8,4,8,2,8,8,8,8,8,8,8,8,3,8,3,4,5,3,4,5,4,5,5,6,1,1,2,2,1,4,7,5,9,5,1,4,1,1,1,2,5,6,1,1,1,5,2,4,3,4,1,1,1,6,2,4,4,1,1,2,5,1980,1
699,700,1,2,1,1,1,1,2,2,56,81,88,81,68,95,99,70,5.0,4.0,4,4,4,4,4,4,4,4,2,2,1.0,8,8,8,8,1,8,2,8,3,8,8,8,8,8,4,8,8,8,8,8,8,2,4,2,5,4,3,2,8,3,5,2,2,2,2,2,2,3,9,1,2,3,2,2,3,2,3,3,6,1,1,1,1,3,3,2,3,2,2,2,1,2,3,1,1,1,3,2,1987,2
695,696,3,2,5,5,2,2,2,1,76,57,57,82,53,52,20,68,1.0,1.0,3,3,5,4,1,2,4,1,3,3,1.0,8,8,1,8,3,8,8,8,8,2,8,8,8,4,8,8,8,8,8,8,8,1,1,5,4,1,5,1,3,5,7,4,2,4,1,1,1,1,1,9,1,3,6,1,1,5,3,3,3,1,1,1,4,1,3,1,3,1,2,2,3,2,2,1,2,2,4,5,1990,2
1189,1190,2,5,5,4,2,2,2,1,94,60,40,61,50,94,70,94,3.0,11.0,5,5,5,5,5,5,5,5,2,3,1.0,8,8,4,8,8,2,8,8,8,8,3,8,8,8,8,8,8,8,8,8,1,2,3,4,2,2,4,1,4,4,5,1,2,5,1,3,3,7,9,2,4,1,2,1,1,3,2,7,2,1,1,1,4,2,5,4,4,1,1,1,6,2,4,4,1,1,2,4,1952,1
16,17,1,1,1,1,1,2,1,1,66,63,58,54,48,69,61,43,1.0,4.0,5,5,5,5,5,5,5,5,2,2,1.0,8,8,8,8,8,8,8,8,8,8,2,8,8,3,8,8,8,4,8,1,8,5,5,5,5,4,4,5,4,4,6,3,3,3,3,3,4,4,2,9,2,2,1,2,1,1,2,2,3,1,1,1,3,3,3,3,3,2,3,3,3,2,3,2,1,1,4,3,1981,1
683,684,2,4,2,4,2,2,2,1,100,75,79,76,36,26,92,99,3.0,1.0,5,5,5,5,5,5,5,5,2,2,1.0,8,8,3,8,8,1,8,8,8,8,4,8,8,8,2,8,8,8,8,8,8,1,3,4,2,3,4,1,4,4,4,4,2,3,1,1,4,5,9,4,5,2,2,1,2,2,4,4,5,1,1,2,4,3,3,3,3,1,2,1,6,2,4,5,2,2,1,5,1991,2
681,682,1,3,4,3,2,1,2,2,99,97,19,51,87,50,51,60,1.0,2.0,5,4,3,4,4,1,2,3,5,3,1.0,8,8,8,8,3,4,8,8,8,2,8,8,8,8,1,8,8,8,8,8,8,1,2,3,4,4,3,3,5,4,5,3,5,4,1,1,4,4,3,9,3,2,6,1,1,1,2,5,3,2,3,3,5,3,5,2,4,2,1,1,3,2,1,1,2,2,6,4,1963,2
23,24,1,5,4,5,2,2,2,1,91,84,87,91,52,98,79,82,3.0,11.0,5,5,5,5,5,5,5,5,3,3,1.0,8,8,3,8,8,1,8,8,2,8,8,8,8,8,8,8,4,8,8,8,8,3,3,4,3,3,4,3,3,4,7,1,2,4,1,1,1,1,5,9,5,1,5,1,1,2,3,4,4,1,1,1,2,3,4,2,4,1,4,1,6,2,3,3,2,2,2,5,1945,2
44,45,1,2,2,3,2,2,1,1,80,95,99,99,70,100,80,90,1.0,6.0,5,5,5,5,5,5,5,5,3,4,1.0,8,8,8,8,8,3,8,8,2,8,1,8,8,8,8,8,8,8,4,8,8,2,2,4,4,4,3,2,4,5,6,7,2,4,2,2,4,6,9,5,5,1,7,1,2,2,4,6,6,1,1,2,3,3,4,3,4,1,1,1,6,2,2,3,2,2,1,5,1949,1
718,719,4,5,5,5,2,2,2,2,100,100,70,98,75,2,50,48,1.0,2.0,5,5,5,5,5,5,5,5,2,2,1.0,8,8,8,8,8,8,8,8,8,2,8,8,8,1,4,8,8,8,8,3,8,1,2,5,2,2,5,1,4,4,3,4,4,4,1,1,2,4,4,4,5,2,4,1,1,1,2,3,2,1,2,4,4,3,5,2,5,1,2,1,6,2,1,1,2,2,5,4,1964,2
28,29,2,5,4,4,2,2,2,2,80,64,75,45,46,80,64,69,3.0,11.0,5,5,5,5,4,5,5,4,2,3,1.0,8,8,1,8,8,8,8,8,2,8,3,8,8,8,4,8,8,8,8,8,8,2,3,5,2,2,5,1,5,4,7,1,4,5,1,1,1,2,4,5,5,1,7,1,1,1,1,7,7,1,1,1,5,4,5,3,4,3,3,1,5,2,3,1,2,1,2,5,1955,2
29,30,1,1,4,4,2,2,2,1,100,58,56,55,89,71,53,82,1.0,11.0,5,5,5,5,5,5,5,5,2,2,1.0,8,8,8,8,8,8,8,8,4,8,1,8,8,8,3,8,8,8,2,8,8,2,3,5,3,4,4,1,5,5,5,1,1,3,5,3,3,7,4,9,4,1,7,1,2,2,2,5,6,1,1,1,3,2,4,2,4,1,1,1,6,2,2,2,2,1,3,5,1951,2
673,674,1,1,4,1,1,1,2,1,69,63,61,63,57,65,61,89,1.0,6.0,5,5,5,5,5,5,5,5,3,3,1.0,8,8,1,8,8,4,8,8,2,8,8,8,8,8,8,8,8,8,3,8,8,3,3,5,3,4,5,2,5,3,5,1,2,4,1,1,3,6,4,4,5,1,4,1,2,4,2,7,7,1,1,1,5,3,4,2,3,1,1,2,6,2,4,4,1,1,2,5,1975,2
31,32,1,4,3,3,1,2,1,1,63,88,62,77,31,93,72,91,3.0,11.0,4,4,4,5,4,2,4,4,4,3,1.0,8,8,1,8,8,4,8,8,2,8,8,8,8,8,8,8,3,8,8,8,8,2,2,4,2,2,4,2,5,5,7,1,1,2,1,1,3,7,5,4,5,1,7,1,1,2,2,7,7,1,1,1,7,5,5,2,5,1,2,1,3,2,3,4,1,1,1,5,1950,1
667,668,1,1,2,2,2,2,2,2,96,95,94,98,99,83,63,86,1.0,6.0,5,3,4,3,4,5,5,5,2,2,1.0,8,8,8,8,8,3,8,8,8,1,8,8,8,8,8,8,8,4,8,2,8,2,2,2,2,2,2,1,1,1,7,2,3,3,3,3,3,3,3,9,2,2,3,2,4,4,3,4,4,1,1,3,3,2,3,3,3,2,2,2,2,2,1,1,1,2,1,3,1988,2
34,35,1,5,3,5,2,2,2,1,69,60,63,71,70,69,58,81,1.0,6.0,5,5,5,5,5,5,5,5,2,3,1.0,8,8,4,8,8,3,8,8,8,1,8,8,8,8,8,8,8,8,2,8,8,3,4,5,3,4,5,4,5,5,5,2,2,3,2,4,4,6,9,4,5,2,3,1,3,3,3,2,4,1,1,2,2,3,3,3,4,1,1,1,6,2,4,4,2,2,2,5,1967,1
